name,biography
ابوالفضل قاسمی,ابوالفضل قاسمی، در تاریخ ۴ اردیبهشت ۱۳۰۰ در درگز، خراسان رضوی به دنیا آمد و در تاریخ ۴ مرداد ۱۳۷۲ درگذشت. او دبیرکل حزب ایران و نماینده مجلس شورای اسلامی بود. از رویدادهای مهم زندگی او می‌توان به دستگیری به اتهام دخالت در کودتای نوژه، محکومیت به اعدام، تغییر حکم به ۱۵ سال حبس و آزادی به دلیل وضعیت جسمی اشاره کرد.
ناصر فربد,ناصر فربد، در سال ۱۳۰۱ در تهران به دنیا آمد و در تاریخ ۶ اردیبهشت ۱۳۹۸ در تهران درگذشت. او سرلشکر نیروی زمینی و رییس ستاد مشترک ارتش بود. از رویدادهای مهم زندگی او می‌توان به ریاست ستاد مشترک ارتش از ۶ فروردین ۱۳۵۸ تا ۳۰ تیر ۱۳۵۸، عضویت در شورای مرکزی حزب ایران، امضا کننده نامه ۹۰ امضایی و عضویت در هیئت رهبری جبهه ملی ایران اشاره کرد. دوره فعالیت او در دوران پهلوی بود.
احمد محمد بارزانی,"احمد محمد بارزانی، معروف به خودان، در سال ۱۸۹۶ در بارزان، کردستان به دنیا آمد و در ۱ نوامبر ۱۹۶۹ در بغداد، بغداد درگذشت. او رئیس ایل بارزانی و ملی‌گرای کرد بود و در دهه‌های ۱۹۲۰ و ۱۹۳۰ فعالیت داشت. از آثار او می‌توان به ""معمار حکومت بارزانی در کردستان عراق"" اشاره کرد. وی همچنین در جنگ با دولت پادشاهی عراق نقش داشت."
صادق شرفکندی,صادق شرفکندی، در ۱ نوامبر ۱۹۳۸ در بوکان، آذربایجان غربی به دنیا آمد و در ۱۷ سپتامبر ۱۹۹۲ در میکونوس، یونان، در واقعه ترور میکونوس، درگذشت. او به عنوان فعال سیاسی، استاد دانشگاه و دبیرکل حزب دموکرات کردستان ایران فعالیت می‌کرد. مقبره او در گورستان پر-لاشز قرار دارد.
عبدالرحمان شرفکندی,"عبدالرحمان شرفکندی، معروف به هژار، در ۶ سپتامبر ۱۹۲۰ در مهاباد، کردستان به دنیا آمد و در ۲۱ فوریه ۱۹۹۱ در کرج، تهران درگذشت. او شاعر، نویسنده، مترجم، فرهنگ‌نویس، واژه‌شناس و محقق بود. از آثار او می‌توان به ""ترجمهٔ کتاب قانون در طب ابن سینا""، ""ترجمهٔ منظوم رباعیات خیام به کردی"" و ""فرهنگ کردی‌به‌کردی و فارسیِ هَنبانه بورینه"" اشاره کرد."
قاضی محمد,"قاضی محمد، در جنگ جهانی دوم، در ۴ مه ۱۲۷۹ در مهاباد، کردستان به دنیا آمد و در ۴ اکتبر ۱۳۲۶ در مهاباد، کردستان درگذشت. او به عنوان قاضی و سیاستمدار فعالیت می‌کرد. از آثار او می‌توان به ""رهبر حزب دموکرات کردستان ایران"" و ""رهبر جمهوری مهاباد"" اشاره کرد. از رویدادهای مهم زندگی او می‌توان به ""اتهام همکاری با ارتش شوروی"" و ""اعدام در میدان چهارچراغ مهاباد"" اشاره نمود."
محمد ماملی,محمد ماملی، خواننده و نوازنده، در اول ژانویه ۱۹۲۵ در مهاباد، کردستان به دنیا آمد و در ۱۳ ژانویه ۱۹۹۹ در مهاباد، کردستان درگذشت.
مصطفی هجری,مصطفی هجری، متولد سال ۱۹۴۵ در نقده، آذربایجان غربی، به عنوان فعال سیاسی و دبیرکل حزب دمکرات کردستان ایران فعالیت می‌کرد. او در دوره جمهوری اسلامی زندگی می‌کرد.
مرضیه افخم,"مرضیه افخم، در ۱۲ ژانویه ۱۹۶۲ در شیراز، فارس به دنیا آمد. او به‌عنوان دیپلمات و سفیر فعالیت می‌کرد. رویدادهای مهم زندگی او شامل ""سفیر جمهوری اسلامی ایران در کشور اسلوونی""، ""سفیر ایران در مالزی""، ""سخنگوی وزارت امور خارجه ایران (۱۳۹۲-۱۳۹۴)"" و ""رئیس مرکز دیپلماسی عمومی و رسانه‌ای وزارت امور خارجه"" است."
حسین امیرعبداللهیان,"حسین امیرعبداللهیان، سیاستمدار، دیپلمات و وزیر امور خارجه، در تاریخ ۲۳ آوریل ۱۹۶۴ در دامغان، سمنان به دنیا آمد. او در تاریخ ۱۹ مه ۲۰۲۴ در دهستان بکرآباد، یزد، در سانحه هوایی به همراه رئیس‌جمهور ایران کشته شد. از آثار او می‌توان به ""دبیرکل دبیرخانهٔ دائمی کنفرانس بین‌المللی حمایت از انتفاضهٔ فلسطین"" و ""مدیر مسئول فصلنامهٔ گفتمان راهبردی فلسطین"" اشاره کرد. دوران فعالیت او در بازه ۱۴۰۰-۱۴۰۳ بوده است."
سید مرتضی بختیاری,"سید مرتضی بختیاری، سیاست‌مدار و مدیر اجرایی، در سال ۱۹۵۲ میلادی در مشهد، رضوی خراسان متولد شد. از آثار او می‌توان به ""رئیس کمیته امداد امام خمینی (since 1398)"" اشاره کرد."
سید محمد جهرمی,سید محمد جهرمی، در سال ۱۹۵۸ در تهران به دنیا آمد. او در دوره کابینه اول محمود احمدی‌نژاد، وزیر کار و امور اجتماعی، معاون اجرایی شورای نگهبان و استاندار بود. همچنین، در سال‌های ۱۳۶۱ تا ۱۳۷۶ استانداری استان‌های زنجان، لرستان، فارس، سمنان و همدان را بر عهده داشت.
سید علینقی خرازی,سید علینقی خرازی، معروف به کمال خرازی، در ۱۲ ژانویه ۱۹۴۴ در تهران متولد شد. او دیپلمات، سیاستمدار و مدرس دانشگاه بود.
انسیه خزعلی,انسیه خزعلی، سیاستمدار، معاون امور زنان و خانواده رئیس‌جمهور، رئیس دانشگاه الزهرا، رئیس پردیس خواهران دانشگاه علوم اسلامی رضوی و استاد گروه ادبیات عرب، در سال ۱۹۶۳ در شهر قم، استان قم به دنیا آمد. او در قرن سیزدهم فعالیت داشته است.
سید اسماعیل واعظی,سید اسماعیل واعظی که با نام مستعار سید اسماعیل خطیب نیز شناخته می‌شود، در سال ۱۹۶۱ در شهرستان قائنات، خراسان رضوی به دنیا آمد. او به عنوان روحانی، سیاستمدار و وزیر اطلاعات فعالیت می‌کرد. دوران فعالیت او به دوره ۱۴۰۰-تاکنون تعلق دارد.
سید حسن مصطفوی,سید حسن مصطفوی، که با نام سید حسن خمینی نیز شناخته می‌شود، در ۱۲ مارس ۱۹۷۲ در شهر قم، استان قم به دنیا آمد. او سیاست‌مدار و روحانی است. از آثار و فعالیت‌های او می‌توان به متولی آرامگاه سید روح‌الله خمینی، سرپرست مؤسسهٔ تنظیم و نشر آثار امام خمینی، و عضو هیئت مؤسس و هیئت امنای دانشگاه آزاد اسلامی اشاره کرد.
لوون داویدیان,لوون داویدیان، در تاریخ ۲۴ مارس ۱۹۴۴ در تهران به دنیا آمد و در تاریخ ۱۵ ژوئیه ۲۰۰۹ در ایران درگذشت. او روان‌پزشک و سیاستمدار بود. از رویدادهای مرتبط با او می‌توان به نماینده اقلیت‌های دینی در مجلس شورای اسلامی و قربانی سقوط پرواز شماره ۷۹۰۸ هواپیمایی کاسپین اشاره کرد.
هوتن دولتی,هوتن دولتی، حقوقدان، سیاستمدار، فعال حقوق بشر و فعال محیط زیست، در سال ۱۳۵۶ در تهران متولد شد. او مسئول سابق سازمان دانش آموختگان جبهه ملی ایران، بنیان‌گذار سازمان «صلح سبز ایران»، مؤسس و عضو نهاد راهبری حزب سوسیال دموکرات و لائیک ایران و همچنین عضو هیئت اجرایی سازمان‌های جبهه ملی ایران در خارج از کشور بوده است. از فعالیت‌های او می‌توان به تأسیس سازمان «صلح سبز ایران» در سال ۱۳۸۰ اشاره کرد.
مریم رجوی,"مریم رجوی، فعال سیاسی و رئیس‌جمهور منتخب شورای ملی مقاومت ایران، در ۱۲ آوریل ۱۹۵۳ در تهران متولد شد. از آثار او می‌توان به ""طرح ۱۰ ماده‌ای برای ایران پس از جمهوری اسلامی"" اشاره کرد."
امین‌حسین رحیمی,امین‌حسین رحیمی، در سال ۱۹۶۸ میلادی در شهر ملایر استان همدان به دنیا آمد. او به عنوان سیاستمدار و وزیر دادگستری فعالیت می‌کرد. این شخصیت متعلق به دوران ۱۴۰۰ است.
زهرا مریخی,زهرا مریخی در سال ۱۹۵۹ در خدا، خراسان رضوی به دنیا آمد. او دبیرکل سازمان مجاهدین خلق ایران، هماهنگ‌کننده دفاتر مریم رجوی، و نایب رئیس شورای مرکزی سازمان مجاهدین خلق ایران بوده است. در ۱۵ شهریور ۱۳۹۶ به عنوان دبیرکل سازمان مجاهدین خلق ایران انتخاب شد.
سعید نمکی,سعید نمکی، متولد ۱۴ ژوئن ۱۹۵۸ در تهران، در دوره دولت دوازدهم فعالیت می‌کرد. او داروساز و سیاستمدار است و به عنوان وزیر بهداشت، درمان و آموزش پزشکی از سال ۱۳۹۷ تا ۱۴۰۰ مشغول به کار بود.
سید علیرضا آوایی,سید علیرضا آوایی در سال ۱۹۵۶ در دزفول، خوزستان به دنیا آمد. او به عنوان قاضی، سیاستمدار، وزیر دادگستری و رئیس دفتر بازرسی ویژه رئیس‌جمهور فعالیت می‌کرد. از وقایع مهم مرتبط با او می‌توان به اعدام دسته‌جمعی زندانیان عقیدتی-سیاسی ایران در تابستان ۱۳۶۷ و عضویت در هیئت مرگ در زندان‌های دزفول و اهواز اشاره کرد.
