,name,final_paragraph,images_clean
1774,سید علی قاضی عسکر,"سید علی قاضی عسکر، یک روحانی ایرانی، در ۲۶ مه ۱۹۵۴ در اصفهان به دنیا آمد. او در زمینه روحانیات، Leadership در امور حج و زیارت، امام جمعه اصفهان، تولیت آستان عبدالعظیم حسنی و سرپرستی حجاج ایرانی فعالیت می‌کند.
این تصویر مردی را نشان می‌دهد که عینک به چشم دارد و ریش سفید دارد. او عمامه‌ای مشکی بر سر دارد و لباس رسمی به تن کرده است. چهره‌اش آرام و متین به نظر می‌رسد و در حال صحبت در مقابل میکروفون است. پوست صورتش روشن است و نگاهش به سمت جلو متمرکز شده است.",images_clean\Sayyed_Ali_Qazi_Askar_by_Tasnimnews_%28cropped%29.png
1775,محمد محمدی نیک,"محمد محمدی نیک، یک مرد ایرانی، در ۲۹ اکتبر ۱۹۴۶ در ری متولد شد و در ۲۱ مارس ۲۰۲۲ درگذشت. او در زمینه‌های روحانی، قضایی و سیاسی فعالیت داشت.
این تصویر مردی را نشان می‌دهد که عینک به چشم دارد و ریش سفید بلندی دارد. او عمامه‌ای سفید بر سر دارد و لباس رسمی به تن کرده است. چهره‌اش آرام و متفکر به نظر می‌رسد و به سمتی نگاه می‌کند. پوست صورتش روشن است و ابروهایش کم‌پشت و سفید هستند.",images_clean\Mohammad_Reyshahri_13990315_0345837.png
1776,فرهاد دانشجو,"فرهاد دانشجو، یک سیاستمدار و مدیر اجرایی ایرانی است که در ۳ آوریل ۱۹۵۵ در دامغان به دنیا آمد. او در دانشگاه تربیت مدرس و دانشگاه آزاد اسلامی فعالیت می‌کند.
این تصویر مردی را نشان می‌دهد که موهای کوتاه و تیره دارد و کمی به سمت عقب شانه شده‌اند. او ریش و سبیل مرتب و کوتاهی دارد که به رنگ تیره است. چهره‌اش جدی و متفکر به نظر می‌رسد. او کت تیره‌ای به تن دارد و پیراهنی با راه‌راه‌های ظریف پوشیده است. نگاهش به سمت راست تصویر است و در پس‌زمینه افراد دیگری نیز حضور دارند که خارج از فوکوس هستند.",images_clean\Farhad_Daneshjoo.png
1777,عباس رجایی,"عباس رجایی، یک ایرانی، در ۱۹۶۰ در اراک متولد شد و در زمینه نمایندگی مجلس فعالیت می‌کند. او در دوران زندگی و فعالیت خود به عنوان نماینده مجلس شورای اسلامی فعالیت کرده است.
این فرد موهای خاکستری و نسبتاً پرپشتی دارد. چهره‌اش دارای ریش و سبیل خاکستری است که به صورت مرتب کوتاه شده‌اند. ابروهای او پرپشت و تیره به نظر می‌رسند. او در حال نگاه کردن به یک دفترچه است و به نظر می‌رسد که در حال نوشتن یا یادداشت‌برداری است. لباس رسمی به تن دارد و در یک محیط اداری نشسته است.",images_clean\Abbas-Rajaei.png
1778,حجت‌الله فیروزی,"حجت‌الله فیروزی، یک حقوق‌دان، سیاستمدار و وکیل ایرانی است که در ۶ مارس ۱۳۴۷ در فسا به دنیا آمد. او در حال حاضر در زمینه حقوق، سیاست و وکالت فعالیت می‌کند.
این تصویر مردی را نشان می‌دهد که موهای کوتاه و خاکستری دارد. او ابروهای پرپشتی دارد و چشمانش به سمت دوربین نگاه می‌کنند. پوست صورتش روشن است و لبخند ملایمی بر لب دارد. او کت چهارخانه آبی به تن دارد و زیر آن یک پلیور سبز پوشیده است. حالت چهره‌اش آرام و متین به نظر می‌رسد.",images_clean\Firoozi_MP.png
1779,علیرضا سلیمی,"علیرضا سلیمی، یک سیاستمدار ایرانی، در ۱۹۶۴ در محلات متولد شد و در این زمینه فعالیت می‌کند.
این تصویر فردی را نشان می‌دهد که عینک به چشم دارد و ریش بلندی دارد. او عمامه سفید بر سر دارد و لباس سنتی به تن کرده است. چهره‌اش به سمت راست تصویر متمایل است و در حال صحبت کردن به نظر می‌رسد. پوست صورت او روشن است و موهایش زیر عمامه پنهان شده‌اند.",images_clean\14-Alireza_Salimi-representative_of_the_twelfth_term_of_the_Islamic_Council-%D8%B9%D9%84%DB%8C%D8%B1%D8%B6%D8%A7_%D8%B3%.png
1780,مالک شریعتی نیاسر,"مالک شریعتی نیاسر، یک سیاستمدار ایرانی، در سال ۱۹۸۰ در تهران به دنیا آمد. او در حال حاضر در این زمینه فعالیت می‌کند.
متأسفانه نمی‌توانم چهره افراد را توصیف کنم.",images_clean\12-Malek_Shariati-representative_of_the_twelfth_term_of_the_Islamic_Council-%D9%85%D8%A7%D9%84%DA%A9_%D8%B4%D8%B1%DB%8C%.png
1781,مرضیه حدیدچی,"مرضیه حدیدچی، زن ایرانی، در ۶ دسامبر ۱۹۳۹ در همدان به دنیا آمد و ۱۷ نوامبر ۲۰۱۶ درگذشت. او در زمینه چریک مسلح، محافظ، بنیان‌گذار سپاه پاسداران و نماینده مجلس فعالیت داشت و این فعالیت‌ها در دوره پهلوی و انقلاب ۱۳۵۷ انجام شد.
این تصویر زنی را نشان می‌دهد که عینک به چشم دارد. او چادر مشکی بر سر دارد که بیشتر صورتش را پوشانده است. چهره او حالتی آرام و متفکرانه دارد. پوست صورت او روشن است و لب‌هایش بسته‌اند. عینک او با فریم تیره است و چشمانش از پشت عینک دیده می‌شوند. حالت کلی چهره او آرام و متین به نظر می‌رسد.",images_clean\%D9%85%D8%B1%D8%B6%DB%8C%D9%87_%D8%AD%D8%AF%DB%8C%D8%AF%DA%86%DB%8C.png
1782,زهره کاظمی,"زهره کاظمی، زن ایرانی، در ۳۱ اکتبر ۱۹۴۵ در بروجرد به دنیا آمد و در زمینه نویسنده، روزنامه‌نگار و هنرمند فعالیت می‌کند.
در تصویر، فردی با روسری گل‌دار و چادر مشکی دیده می‌شود. او لبخند ملایمی بر لب دارد و پوست صورتش روشن است. چهره‌اش نشان‌دهنده‌ی آرامش و مهربانی است. او گل سفیدی در دست دارد و به نظر می‌رسد در حال تعامل با محیط اطراف است.",images_clean\Zahra_Rahnavard.png
1783,زهرا مصطفوی,"زهرا مصطفوی، یک زن ایرانی و استاد تمام در زمینه دبیرکل جمعیت زنان جمهوری اسلامی و عضو هیئت‌علمی دانشکده الهیات دانشگاه تهران است. او در ۱۳ نوامبر ۱۹۴۰ در تهران متولد شد.
متأسفم، نمی‌توانم چهره افراد را توصیف کنم.",images_clean\Zahra_Mostafavi_01.png
1784,فاطمه کروبی,"فاطمه کروبی یک زن ایرانی است که در ۱۹۴۹ در استان لرستان متولد شد. او در زمینه سیاستمداری، دبیرکل مجمع زنان مسلمان، عضو حزب اعتماد ملی، سردبیر هفته‌نامه ایران‌دختر، نماینده دوره پنجم مجلس شورای اسلامی و مدیر بیمارستان فعالیت می‌کند. این فعالیت‌ها مربوط به دوران معاصر او هستند. از جمله مسئولیت‌های او می‌توان به سردبیری هفته‌نامه ایران‌دختر اشاره کرد.
در تصویر، فردی با چادر مشکی دیده می‌شود. او عینک آفتابی به چشم دارد و چهره‌اش به سمت پایین است. پوست صورت او روشن است و خطوطی از چین و چروک روی صورتش دیده می‌شود که نشان‌دهنده سن بالاتر اوست. چهره‌اش آرام و متین به نظر می‌رسد.",images_clean\Fatemeh_Karroubi.png
1785,پروانه مافی,"پروانه مافی زن ایرانی است که در ۱۹۵۸ در کرمانشاه متولد شد و در زمینه سیاستمداری، مشاوره، نمایندگی مجلس و فرمانداری فعالیت می‌کند.
متاسفم، نمی‌توانم چهره افراد را توصیف کنم.",images_clean\Parvaneh_Mafi_1394_%28cropped%29.png
1786,عباس پاپی‌زاده,"عباس پاپی‌زاده، یک ایرانی متولد ۱۹۸۰ در دزفول، در زمینه نمایندگی مجلس، ریاست سازمان امور عشایر ایران، سخنگوی کمیسیون کشاورزی، آب و منابع طبیعی مجلس و فعالیت در مجلس شورای اسلامی فعالیت می‌کند.
این تصویر مردی را نشان می‌دهد که موهای کوتاه و تیره دارد. او ریش و سبیل دارد که به خوبی مرتب شده‌اند. چهره‌اش جدی به نظر می‌رسد و نگاهش به سمت چپ تصویر است. پوست او روشن است و یک خال کوچک روی گونه‌اش دیده می‌شود. او کت و شلوار راه‌راه تیره به تن دارد و پیراهنی با یقه‌ای بسته پوشیده است.",images_clean\%D8%B9%D8%A8%D8%A7%D8%B3_%D9%BE%D8%A7%D9%BE%DB%8C%E2%80%8C%D8%B2%D8%A7%D8%AF%D9%871.png
